"field_date","site_reach","site","reach","estimator","transect","orientation","depth_cm","green_algae","Microcoleus","Anabaena_Cylindrospermum","bare_biofilm","other_N_fixers","Micro_pres","Ana_Cyl_pres","riffle_rapid"
"2022-09-06","SFE-M-4","SFE-M","4","MH",45,"75","28",0,0,0,95,5,"n","n","n"
"2022-09-06","SFE-M-4","SFE-M","4","MH",60,"25","68",0,0,0,90,10,"n","n","n"
"2022-09-06","SFE-M-4","SFE-M","4","MH",75,"50","74",0,0,0,98,2,"n","n","n"
"2022-09-06","SFE-M-4","SFE-M","4","MH",90,"75","46",0,0,0,95,5,"n","n","n"
"2022-09-06","SFE-M-4","SFE-M","4","MH",105,"25","64",0,0,0,95,5,"n","n","n"
"2022-09-06","SFE-M-4","SFE-M","4","MH",120,"50","63",0,0,0,99,1,"n","n","n"
"2022-09-06","SFE-M-4","SFE-M","4","MH",135,"75","50",0,0,0,95,5,"n","n","n"
"2022-09-06","SFE-M-4","SFE-M","4","MH",150,"75","50",0,0,0,95,5,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",0,"75","20",5,0,0,94,1,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",15,"25","46",0,0,0,100,0,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",30,"50","24",79,0,0,20,1,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",45,"75","16",82,0,0,15,3,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",60,"25","52",0,0,0,95,5,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",75,"50","64",0,0,0,95,5,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",90,"75","37",0,0,0,95,5,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",105,"75","42",0,0,0,95,5,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",120,"50","54",0,0,0,97,3,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",135,"75","30",0,0,0,95,5,"n","n","n"
"2022-09-17","SFE-M-4","SFE-M","4","JZ",150,"50","54",0,0,0,98,2,"n","n","n"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","70",75,0,0,25,0,"n","n","n"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",15,"75%","65",0,0,0,100,0,"n","n","n"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",30,"50%","85",0,0,0,100,0,"n","n","n"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",45,"50%","51",1,0,0,99,0,"n","n","y"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",60,"75%","11",2,0,0,98,0,"y","n","y"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",75,"75%","19",7,0,0,93,0,"n","n","y"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",90,"50%","52",3,0,0,97,0,"n","n","y"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",105,"75%","37",3,0,0,97,0,"n","n","y"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",120,"75%","35",3,0,0,97,0,"n","n","y"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",135,"50%","56",2,0,0,98,0,"n","n","n"
"2023-06-25","SFE-SH-1S","SFE-SH","1S","JZ",150,"75%","36",1,0,0,99,0,"n","n","n"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","63",0,0,0,100,0,"n","n","n"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",15,"75%","67",5,0,0,95,0,"n","n","n"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",30,"50%","85",0,0,0,100,0,"n","n","n"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",45,"75%","29",25,0,0,75,0,"n","n","n"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",60,"50%","30",2,0,0,97,1,"n","n","y"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",75,"50%","34",1,0,0,99,0,"n","n","y"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",90,"75%","30",1,0,0,98,1,"n","n","y"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",105,"75%","36",2,0,0,98,0,"y","n","y"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",120,"75%","42",1,0,0,97,2,"n","n","y"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",135,"75%","42",3,0,0,94,3,"n","n","n"
"2023-07-03","SFE-SH-1S","SFE-SH","1S","JZ",150,"50%","40",2,0,0,97,1,"n","n","n"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","70",15,0,0,85,0,"n","n","n"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",15,"75%","64",0,0,0,100,0,"n","n","n"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",30,"50%","85",0,0,0,100,0,"n","n","n"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",45,"75%","24",85,0,0,15,0,"n","n","n"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",60,"50%","34",3,0,0,97,0,"y","n","y"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",75,"50%","40",2,0,0,98,0,"y","n","y"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",90,"75%","26",2,0,0,97,1,"n","n","y"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",105,"25%","41",5,0,0,95,0,"y","n","y"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",120,"50%","48",1,0,0,96,3,"n","n","y"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",135,"75%","47",0,0,0,95,5,"n","n","n"
"2023-07-11","SFE-SH-1S","SFE-SH","1S","JZ",150,"25%","32",0,0,0,98,2,"n","n","n"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","63",30,0,0,70,0,"n","n","n"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",15,"75%","73",70,0,0,30,0,"n","n","n"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",30,"50%","88",30,0,0,70,0,"n","n","n"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",45,"50%","57",1,0,0,99,0,"n","n","n"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",60,"50%","39",4,10,0,86,0,"y","n","y"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",75,"75%","16",5,0,0,94,1,"y","n","y"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",90,"25%","30",1,0,0,99,0,"y","n","y"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",105,"50%","24",2,5,0,93,0,"y","n","y"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",120,"75%","39",6,0,0,94,0,"y","n","y"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",135,"25%","52",3,0,0,96,1,"y","n","n"
"2023-07-17","SFE-SH-1S","SFE-SH","1S","JZ",150,"50%","37",3,0,0,95,2,"n","n","n"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","85",98,0,2,0,0,"n","y","n"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",15,"75%","100",100,0,0,0,0,"n","y","n"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",30,"75%","88",30,0,0,70,0,"n","y","n"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",45,"75%","28",95,0,0,5,0,"n","y","n"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",60,"25%","36",7,0,0,90,3,"y","n","y"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",75,"50%","40",10,0,0,90,0,"y","n","y"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",90,"75%","15",10,0,0,90,0,"n","n","n"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",105,"25%","36",5,5,0,90,0,"y","n","y"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",120,"50%","30",5,0,0,95,0,"y","n","y"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",135,"75%","56",45,0,0,53,2,"n","n","n"
"2023-07-24","SFE-SH-1S","SFE-SH","1S","JZ",150,"25%","37",15,0,0,82,3,"y","n","n"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","81",100,0,0,0,0,"n","y","n"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",15,"75%","66",50,0,0,50,0,"n","y","n"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",30,"50%","87",100,0,0,0,0,"n","y","n"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",45,"75%","26",70,0,1,29,0,"n","y","n"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",60,"25%","32",5,0,0,90,5,"n","n","y"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",75,"50%","44",3,0,0,95,2,"n","n","y"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",90,"75%","20",15,0,0,85,0,"n","n","n"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",105,"25%","37",3,0,0,97,0,"y","n","n"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",120,"50%","38",7,0,0,93,0,"n","n","n"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",135,"75%","48",20,0,0,80,0,"y","n","n"
"2023-07-31","SFE-SH-1S","SFE-SH","1S","JZ",150,"25%","36",35,0,0,64,1,"n","n","n"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","82",20,0,0,80,0,"n","y","n"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",15,"50%","92",35,0,0,65,0,"n","y","n"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",30,"75%","50",10,0,1,89,0,"n","y","n"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",45,"25%","63",2,0,1,92,5,"n","n","n"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",60,"50%","29",2,0,0,97,1,"n","n","y"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",75,"75%","14",20,0,0,80,0,"n","y","y"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",90,"25%","28",1,0,0,96,3,"n","y","y"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",105,"50%","27",3,0,0,97,0,"n","n","y"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",120,"75%","36",4,0,2,94,0,"n","y","y"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",135,"25%","47",4,0,2,94,0,"n","n","n"
"2023-08-07","SFE-SH-1S","SFE-SH","1S","JZ",150,"75%","28",15,0,10,75,0,"n","n","n"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","64",30,0,10,60,0,"n","y","n"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",15,"50%","100",10,0,1,89,0,"n","y","n"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",30,"50%","79",5,0,5,90,0,"n","y","n"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",45,"75%","19",100,0,0,0,0,"n","y","n"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",60,"25%","31",0,0,0,85,15,"y","n","y"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",75,"50%","42",2,0,0,97,1,"n","n","y"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",90,"75%","12",5,0,0,95,0,"n","y","n"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",105,"25%","26",6,0,0,94,0,"n","y","y"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",120,"50%","44",1,0,0,96,3,"n","y","y"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",135,"75%","37",1,0,0,96,3,"n","y","n"
"2023-08-14","SFE-SH-1S","SFE-SH","1S","JZ",150,"25%","31",15,0,4,81,0,"n","y","n"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","75",20,0,4,76,0,"n","y","n"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",15,"75%","63",3,0,2,95,0,"n","y","n"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",30,"50%","87",0,0,0,100,0,"n","y","n"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",45,"50%","29",10,0,0,90,0,"y","n","n"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",60,"75%","13",15,0,0,85,0,"y","n","y"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",75,"25%","20",3,4,0,90,3,"y","y","y"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",90,"50%","29",25,0,0,75,0,"y","n","n"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",105,"75%","22",7,2,0,91,0,"y","n","n"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",120,"25%","37",3,0,0,96,1,"y","n","n"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",135,"50%","42",8,0,0,92,0,"y","n","n"
"2023-08-22","SFE-SH-1S","SFE-SH","1S","JZ",150,"75%","26",35,0,0,65,0,"n","n","n"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",0,"25%","77",95,0,0,5,0,"n","n","n"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",15,"25%","91",15,0,0,85,0,"n","n","n"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",30,"75%","63",7,0,0,93,0,"n","n","n"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",45,"25%","70",15,0,0,85,0,"y","n","n"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",60,"50%","30",20,0,0,77,3,"y","n","y"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",75,"75%","10",80,5,0,15,0,"y","n","y"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",90,"25%","20",10,3,0,87,0,"y","n","n"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",105,"50%","20",5,3,0,91,1,"y","n","y"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",120,"75%","25",10,0,0,90,0,"y","n","y"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",135,"25%","34",60,0,0,40,0,"y","n","n"
"2023-08-28","SFE-SH-1S","SFE-SH","1S","JZ",150,"50%","35",15,0,0,85,0,"y","n","n"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","65",98,0,0,2,0,"n","n","n"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",15,"50%","94",97,0,0,3,0,"n","n","n"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",30,"50%","86",100,0,0,0,0,"n","n","n"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",45,"75%","26",97,0,0,3,0,"y","n","n"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",60,"25%","33",5,7,0,78,10,"y","n","y"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",75,"50%","30",5,3,0,90,2,"y","n","y"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",90,"75%","21",75,0,0,25,0,"y","n","n"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",105,"25%","31",5,4,0,91,0,"y","n","y"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",120,"50%","27",4,0,0,96,0,"y","n","n"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",135,"75%","23",100,0,0,0,0,"y","n","n"
"2023-09-04","SFE-SH-1S","SFE-SH","1S","JZ",150,"25%","37",30,0,0,70,0,"y","n","n"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",0,"75%","58",100,0,0,0,0,"n","n","n"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",15,"75%","76",80,0,0,20,0,"n","n","n"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",30,"50%","87",100,0,0,0,0,"n","n","n"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",45,"50%","45",95,0,0,5,0,"y","n","n"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",60,"75%","22",25,5,0,70,0,"y","n","y"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",75,"25%","23",5,10,0,85,0,"y","n","y"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",90,"50%","24",5,0,0,95,0,"y","n","y"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",105,"75%","20",2,6,0,92,0,"y","n","y"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",120,"25%","25",10,0,0,90,0,"y","n","n"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",135,"50%","36",15,0,0,85,0,"y","n","n"
"2023-09-12","SFE-SH-1S","SFE-SH","1S","JZ",150,"75%","18",35,0,0,64,1,"y","n","n"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",0,"25%","68",93,0,0,7,0,"n","y","n"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",15,"50%","96",95,0,0,5,0,"n","y","n"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",30,"75%","58",95,0,0,5,0,"n","y","n"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",45,"25%","56",100,0,0,0,0,"y","y","n"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",60,"50%","18",10,5,0,85,0,"y","n","y"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",75,"75%","20",94,6,0,0,0,"y","y","y"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",90,"25%","25",15,0,0,85,0,"y","y","n"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",105,"50%","19",5,40,0,55,0,"y","n","y"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",120,"75%","28",5,10,0,85,0,"y","n","y"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",135,"25%","23",25,0,0,75,0,"y","n","n"
"2023-09-18","SFE-SH-1S","SFE-SH","1S","JZ",150,"50%","27",10,3,0,87,0,"y","n","n"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",0,"50%","63",95,0,0,5,0,"n","n","n"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",15,"75%","56",88,0,2,10,0,"n","y","n"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",30,"59%","78",50,0,0,50,0,"n","y","n"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",45,"25%","39",8,0,2,90,0,"y","y","n"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",60,"50%","10",15,20,0,65,0,"y","y","y"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",75,"25%","15",5,35,0,60,0,"y","n","y"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",90,"50%","37",20,3,0,77,0,"y","n","y"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",105,"75%","19",8,15,0,77,0,"y","n","y"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",120,"25%","32",7,15,0,74,4,"y","n","n"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",135,"50%","35",8,0,0,92,0,"y","n","n"
"2023-09-24","SFE-SH-1S","SFE-SH","1S","JZ",150,"75%","15",7,4,0,89,0,"y","n","n"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",0,"75%","42",0,0,0,100,0,"n","n","y"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",15,"50%","6",0,0,0,100,0,"n","n","y"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",30,"75%","33",0,0,0,100,0,"n","n","y"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",45,"25%","26",0,0,0,100,0,"n","n","y"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",60,"50%","54",0,0,0,100,0,"n","n","n"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",75,"75%","64",0,0,0,100,0,"n","n","n"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",90,"25%","51",5,0,0,95,0,"n","n","n"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",105,"50%","75",0,0,0,100,0,"n","n","n"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",120,"75%","79",0,0,0,100,0,"n","n","n"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",135,"25%","63",5,0,0,95,0,"n","n","n"
"2023-06-20","SFE-M-1S","SFE-M","1S","JZ",150,"25%","70",15,0,0,85,0,"n","n","n"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",0,"75%","39",0,0,0,100,0,"n","n","n"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",15,"50%","26",1,0,0,99,0,"n","n","n"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",30,"50%","9",1,0,0,99,0,"n","n","y"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",45,"75%","20",0,0,0,100,0,"n","n","y"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",60,"25%","47",0,0,0,100,0,"n","n","n"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",75,"50%","59",0,0,0,100,0,"n","n","n"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",90,"75%","64",0,0,0,100,0,"n","n","n"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",105,"25%","53",10,0,0,90,0,"n","n","n"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",120,"50%","70",7,0,0,93,0,"n","n","n"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",135,"75%","82",0,0,0,100,0,"n","n","n"
"2023-06-25","SFE-M-1S","SFE-M","1S","JZ",150,"25%","48",60,0,0,40,0,"n","n","n"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",0,"75%","46",0,0,0,100,0,"n","n","n"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",15,"25%","54",0,0,0,100,0,"n","n","n"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",30,"75%","23",0,0,0,100,0,"n","n","n"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",45,"75%","22",2,0,0,98,0,"y","n","y"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",60,"25%","14",3,0,0,97,0,"n","n","y"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",75,"50%","53",0,0,0,97,3,"n","n","n"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",90,"75%","60",0,0,0,99,1,"n","n","n"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",105,"25%","38",6,0,0,94,0,"n","n","n"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",120,"50%","67",1,0,0,97,2,"n","n","n"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",135,"75%","77",75,0,0,25,0,"n","n","n"
"2023-07-03","SFE-M-1S","SFE-M","1S","JZ",150,"25%","52",30,0,0,70,0,"n","n","n"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",0,"75%","37",0,0,0,100,0,"n","n","n"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",15,"50%","1",30,0,0,70,0,"n","n","y"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",30,"75%","28",2,5,0,93,0,"y","n","y"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",45,"25%","13",7,0,0,93,0,"y","n","y"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",60,"50%","42",0,0,0,99,1,"n","n","n"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",75,"75%","53",0,0,0,98,2,"n","n","n"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",90,"25%","41",0,0,0,99,1,"n","y","n"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",105,"50%","65",0,0,0,98,2,"n","y","n"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",120,"75%","71",98,0,0,2,0,"n","n","n"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",135,"25%","56",0,0,0,100,0,"n","y","n"
"2023-07-10","SFE-M-1S","SFE-M","1S","JZ",150,"75%","62",88,0,0,10,2,"n","n","n"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",0,"50%","28",10,0,0,90,0,"n","n","n"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",15,"75%","6",10,0,0,90,0,"n","n","n"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",30,"25%","31",5,0,0,95,0,"n","n","y"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",45,"59%","17",4,0,0,96,0,"y","n","y"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",60,"75%","24",0,0,0,97,3,"n","n","n"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",75,"25%","35",0,0,0,98,2,"n","n","n"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",90,"50%","52",2,0,0,91,7,"n","y","n"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",105,"75%","61",25,0,0,71,4,"n","y","n"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",120,"25%","56",15,0,0,83,2,"n","y","n"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",135,"50%","81",3,0,0,93,4,"n","y","n"
"2023-07-17","SFE-M-1S","SFE-M","1S","JZ",150,"75%","85",96,0,4,0,0,"n","y","n"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",0,"25%","23",3,0,0,97,0,"n","n","n"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",15,"50%","22",0,0,0,100,0,"n","n","n"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",30,"75%","25",50,10,0,40,0,"y","n","n"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",45,"25%","15",7,0,0,93,0,"y","n","y"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",60,"50%","35",1,0,0,95,4,"n","n","n"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",75,"75%","34",1,0,0,98,1,"n","n","n"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",90,"25%","45",0,0,0,94,6,"n","y","n"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",105,"50%","63",1,0,0,95,4,"n","y","n"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",120,"75%","73",94,0,4,2,0,"n","y","n"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",135,"25%","55",80,0,5,15,0,"n","y","n"
"2023-07-24","SFE-M-1S","SFE-M","1S","JZ",150,"50%","84",0,0,0,100,0,"n","n","n"
"2023-07-31","SFE-M-1S","SFE-M","1S","JZ",0,"50%","23",1,0,1,98,0,"n","y","n"
"2023-07-31","SFE-M-1S","SFE-M","1S","JZ",15,"75%","5",15,0,0,85,0,"n","n","n"
"2023-07-31","SFE-M-1S","SFE-M","1S","JZ",30,"25%","31",10,0,0,90,0,"n","y","y"
"2023-07-31","SFE-M-1S","SFE-M","1S","JZ",45,"50%","3",10,7,0,83,0,"y","n","y"
